,1,2,3,4,5,6,7,8,mean,eval,run_nr,enemy_set
0,-100.0,30.0,-60.0,-60.0,-70.0,-70.0,25.60000000000025,29.80000000000026,-34.32499999999993,dynamic,0,1
1,-50.0,-10.0,-80.0,55.60000000000032,-25.59999999999968,-100.0,91.00000000000009,63.40000000000034,-6.949999999999866,static,0,1
2,-100.0,26.0,-70.0,-60.0,-30.0,-80.0,41.20000000000029,29.200000000000262,-30.449999999999932,dynamic,1,1
3,-70.0,70.0,-50.0,47.8000000000003,64.60000000000034,-100.0,80.80000000000018,62.80000000000034,13.250000000000146,static,1,1
4,-90.0,56.0,-60.0,-60.0,53.200000000000315,-60.0,6.400000000000233,28.000000000000256,-15.7999999999999,dynamic,2,1
5,-90.0,-20.0,-50.0,67.00000000000031,55.60000000000032,-70.0,22.600000000000243,63.40000000000034,-2.674999999999848,static,2,1
6,-50.0,-70.0,-100.0,-50.0,43.00000000000029,-90.0,-10.0,21.40000000000024,-38.19999999999993,dynamic,3,1
7,-60.0,-100.0,-60.0,90.40000000000009,32.00000000000017,-80.0,-100.0,80.20000000000019,-24.674999999999944,static,3,1
8,-70.0,64.0,-40.0,-60.0,61.00000000000033,-70.0,-10.0,5.200000000000234,-14.97499999999993,dynamic,4,1
9,-90.0,28.0,-70.0,74.80000000000024,-60.0,-100.0,43.60000000000029,64.60000000000034,-13.624999999999892,static,4,1
10,-100.0,28.0,-70.0,-50.0,-50.0,-90.0,47.8000000000003,29.80000000000026,-31.79999999999993,dynamic,5,1
11,-80.0,16.0,-70.0,5.800000000000233,-1.399999999999892,-100.0,41.80000000000029,47.8000000000003,-17.499999999999883,static,5,1
12,-80.0,70.0,-90.0,-40.0,34.60000000000027,-70.0,23.800000000000246,49.60000000000031,-12.749999999999897,dynamic,6,1
13,-80.0,62.0,-30.0,-20.0,57.40000000000033,-80.0,-10.0,49.000000000000306,-6.44999999999992,static,6,1
14,-80.0,50.0,-70.0,-40.0,-70.0,-50.0,16.60000000000023,-10.0,-31.674999999999972,dynamic,7,1
15,-80.0,28.0,-70.0,1.6000000000002341,-40.0,-100.0,43.60000000000029,50.20000000000031,-20.824999999999896,static,7,1
16,-100.0,80.0,-70.0,-40.0,-60.0,-70.0,42.40000000000029,28.600000000000257,-23.624999999999932,dynamic,8,1
17,-80.0,-10.0,-60.0,5.800000000000233,-1.399999999999892,-100.0,63.40000000000034,49.60000000000031,-16.574999999999875,static,8,1
18,-90.0,-40.0,-90.0,-30.0,60.40000000000033,-100.0,32.80000000000027,77.80000000000021,-22.3749999999999,dynamic,9,1
19,-100.0,70.0,-70.0,-10.0,-40.0,-60.0,68.2000000000003,66.40000000000032,-9.424999999999923,static,9,1
20,-80.0,-10.0,-30.0,-50.0,24.400000000000247,-30.0,46.0000000000003,47.8000000000003,-10.224999999999893,dynamic,0,2
21,-70.0,10.0,-10.0,-70.0,64.60000000000034,-10.0,-10.0,-70.0,-20.674999999999958,static,0,2
22,-70.0,70.0,-60.0,-70.0,64.60000000000034,-60.0,-30.0,-80.0,-29.424999999999958,dynamic,1,2
23,-80.0,-70.0,22.0,-70.0,67.6000000000003,31.000000000000263,-100.0,-40.0,-29.92499999999993,static,1,2
24,-100.0,-40.0,-40.0,-70.0,41.20000000000029,-40.0,-30.0,-90.0,-46.099999999999966,dynamic,2,2
25,-40.0,70.0,52.0,-60.0,81.40000000000018,14.200000000000227,-20.0,35.20000000000027,16.600000000000087,static,2,2
26,-90.0,34.0,-40.0,-70.0,11.80000000000023,-40.0,-30.0,-60.0,-35.52499999999997,dynamic,3,2
27,-80.0,70.0,-20.0,17.80000000000023,41.80000000000029,56.200000000000315,29.200000000000262,32.80000000000027,18.475000000000172,static,3,2
28,-50.0,-70.0,-20.0,-80.0,82.00000000000017,-60.0,-100.0,-70.0,-45.99999999999998,dynamic,4,2
29,-80.0,42.0,50.0,-50.0,73.00000000000026,46.6000000000003,-100.0,58.60000000000033,5.025000000000112,static,4,2
30,-90.0,-100.0,-40.0,-20.0,74.20000000000024,-20.0,-100.0,65.80000000000032,-28.74999999999993,dynamic,5,2
31,-70.0,72.0,48.0,-70.0,55.00000000000032,0.40000000000023406,-20.0,-70.0,-6.824999999999931,static,5,2
32,-90.0,-70.0,-40.0,-50.0,53.200000000000315,-30.0,-100.0,-60.0,-48.34999999999996,dynamic,6,2
33,-70.0,72.0,68.0,-70.0,64.60000000000034,2.200000000000234,-90.0,-30.0,-6.649999999999929,static,6,2
34,-100.0,-60.0,-40.0,-70.0,31.60000000000026,-40.0,-60.0,-80.0,-52.29999999999997,dynamic,7,2
35,-100.0,76.0,22.0,-70.0,33.40000000000027,21.40000000000024,11.20000000000023,29.80000000000026,2.9750000000001258,static,7,2
36,-70.0,70.0,-30.0,-70.0,66.40000000000032,-50.0,-10.0,-60.0,-19.19999999999996,dynamic,8,2
37,-70.0,-30.0,38.0,-70.0,57.40000000000033,32.80000000000027,-20.0,-30.0,-11.474999999999925,static,8,2
38,-90.0,64.0,-50.0,-70.0,45.4000000000003,-50.0,-20.0,28.000000000000256,-17.824999999999932,dynamic,9,2
39,-80.0,54.0,40.0,-90.0,52.60000000000032,31.000000000000263,-60.0,30.40000000000026,-2.7499999999998934,static,9,2
40,-80.0,70.0,-20.0,17.80000000000023,41.80000000000029,56.200000000000315,29.200000000000262,32.80000000000027,18.475000000000172,from,other,laptop
